random_seed,mean_roc_auc,mean_pr_auc,mean_top_20_precision
11,0.5511423107890498,0.3004798356894118,0.24375
42,0.5620327237175063,0.30755857720644986,0.3020833333333333
73,0.5589393547273982,0.30447199396511754,0.29097222222222224
101,0.5680131412468369,0.30611495841502856,0.29375
137,0.5526390326662065,0.3020779150436821,0.27222222222222225
