study_area,grid_resolution_m,analytical_grid_cells,mapped_osm_pois,mapped_existing_ev_chargers,top_20_percent_priority_cells,restricted_priority_cells,eligible_cells_after_all_screens,final_screened_candidates,probability_min,probability_max,probability_mean,minimum_road_access_distance_m,maximum_road_access_distance_m,minimum_existing_charger_distance_m,minimum_candidate_separation_m
"Isfahan, Iran",500,2296,11475,3,460,32,298,15,0.8917290698587682,0.9571624333434771,0.9211533044461787,1.6729510371124945,247.1837829900079,2501.2388718831435,2236.06797749979
