random_seed,mean_roc_auc,mean_pr_auc,mean_top_20_precision
11,0.5671245974235105,0.2905180617413853,0.3055555555555555
42,0.5671245974235105,0.2905180617413853,0.3055555555555555
73,0.5671245974235105,0.2905180617413853,0.3055555555555555
101,0.5671245974235105,0.2905180617413853,0.3055555555555555
137,0.5671245974235105,0.2905180617413853,0.3055555555555555
