random_seed,mean_roc_auc,mean_pr_auc,mean_top_20_precision
11,0.5621808143547273,0.30582147639847407,0.2881944444444445
42,0.5577208419599724,0.3090880542565017,0.3194444444444445
73,0.5492056303197608,0.2981682162231521,0.2958333333333333
101,0.5475593800322061,0.2870537749358306,0.28125
137,0.5574785771796641,0.28289547044178665,0.2881944444444445
